ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
206984,U15-001,2022AR15A,Valide,3,3,novote,1,1,3,4,3,3,2,2,10,2,2,5,1,1
206995,U15-001,2022AR15A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
206998,U15-099,2022AR15B,Valide,1,3,4,3,4,1,3,2,2,novote,4,10,2,2,3,3,1
207003,U15-099,2022AR15B,Valide,novote,novote,novote,novote,1,novote,novote,novote,1,2,1,4,3,1,0,0,7
207004,U15-010,2022AR15A,Valide,novote,novote,novote,novote,1,1,novote,4,novote,2,1,5,3,1,0,1,6
207014,U15-001,2022AR15A,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
207026,U15-001,2022AR15A,Valide,novote,novote,2,1,1,1,4,novote,novote,novote,novote,5,3,1,0,1,6
207028,U15-099,2022AR15B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
207032,U15-001,2022AR15A,Valide,1,2,2,novote,1,1,novote,novote,novote,1,novote,6,4,2,0,0,5
207034,U15-099,2022AR15B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
207039,U15-099,2022AR15B,Valide,3,3,3,4,4,3,4,4,1,3,4,11,1,0,5,5,0
207043,U15-099,2022AR15B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,7
207051,U15-099,2022AR15B,Valide,4,4,4,4,4,4,4,4,1,4,4,11,1,0,0,10,0
207058,U15-099,2022AR15B,Valide,1,4,2,4,2,4,1,4,4,4,1,11,3,2,0,6,0
207061,U15-001,2022AR15A,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,1,1,4,4,0,0,0,7
207063,U15-099,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207073,U15-001,2022AR15A,Valide,1,novote,novote,1,1,novote,3,3,novote,novote,1,6,4,0,2,0,5
207075,U15-099,2022AR15B,Valide,novote,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
207080,U15-099,2022AR15B,Valide,2,2,4,3,2,3,4,2,3,4,3,11,0,4,4,3,0
207086,U15-099,2022AR15B,Valide,1,1,1,2,1,1,1,1,1,1,1,11,10,1,0,0,0
207093,U15-099,2022AR15B,Valide,1,novote,novote,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
207095,U15-001,2022AR15A,Valide,novote,novote,4,novote,novote,2,4,novote,1,novote,novote,4,1,1,0,2,7
207100,U15-099,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207105,U15-099,2022AR15B,Valide,novote,novote,novote,novote,2,1,4,novote,novote,novote,1,4,2,1,0,1,7
207120,U15-099,2022AR15B,Valide,novote,1,novote,2,novote,novote,novote,2,1,novote,novote,4,2,2,0,0,7
207125,U15-099,2022AR15B,Valide,1,1,4,4,1,4,4,2,4,4,1,11,4,1,0,6,0
207136,U15-099,2022AR15B,Valide,1,novote,novote,novote,1,novote,novote,4,novote,4,novote,4,2,0,0,2,7
207161,U15-099,2022AR15B,Valide,1,2,1,3,1,2,3,3,3,2,1,11,4,3,4,0,0
207170,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,7
207176,U15-099,2022AR15B,Valide,novote,1,1,1,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,6
207182,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,7
207188,U15-099,2022AR15B,Valide,1,1,1,novote,1,1,2,1,2,1,2,10,7,3,0,0,1
207194,U15-099,2022AR15B,Nul,novote,novote,2,1,novote,novote,novote,novote,novote,novote,novote,2,1,1,0,0,9
207196,U15-001,2022AR15A,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
207200,U15-001,2022AR15A,Valide,novote,novote,1,novote,novote,novote,3,novote,1,novote,2,4,2,1,1,0,7
207203,U15-099,2022AR15B,Valide,2,2,novote,novote,2,3,4,4,3,4,3,9,0,3,3,3,2
207215,U15-001,2022AR15A,Valide,novote,novote,novote,novote,3,novote,4,4,1,novote,2,5,1,1,1,2,6
207227,U15-099,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
207231,U15-099,2022AR15B,Valide,2,novote,1,2,1,novote,novote,2,novote,2,1,7,3,4,0,0,4
207232,U15-001,2022AR15A,Valide,3,3,2,3,1,2,1,2,2,3,2,11,2,5,4,0,0
207236,U15-001,2022AR15A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,4,1 2,3,2,0,0,1,7
207245,U15-099,2022AR15B,Valide,3,2,3,2,1,3,4,3,2,4,2,11,1,4,4,2,0
207252,U15-099,2022AR15B,Valide,1,1,3,1,1,1,3,3,3,3,1,11,6,0,5,0,0
207253,U15-001,2022AR15A,Valide,4,4,2,4,4,2,3,3,3,2,2,11,0,4,3,4,0
207256,U15-001,2022AR15A,Valide,novote,novote,1,1,2,2,novote,novote,novote,novote,novote,4,2,2,0,0,7
207270,U15-001,2022AR15A,Valide,novote,novote,1,novote,1,1,4,4,4,novote,novote,6,3,0,0,3,5
207274,U15-001,2022AR15A,Valide,1,novote,4,4,1,1,4,1,novote,4,4,9,4,0,0,5,2
207280,U15-099,2022AR15B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,1,5,5,0,0,0,6
207288,U15-099,2022AR15B,Valide,3,3,1,3,1,2,3,novote,1,2,novote,9,3,2,4,0,2
207292,U15-001,2022AR15A,Valide,1,2,3,3,2,1,1,1,2,2,2,11,4,5,2,0,0
207293,U15-099,2022AR15B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
207299,U15-001,2022AR15A,Valide,1,3,1,1,1,1,3,3,2,1,1,11,7,1,3,0,0
207300,U15-099,2022AR15B,Valide,1,1,novote,novote,1,1,1,1,1,1,1,9,9,0,0,0,2
207307,U15-099,2022AR15B,Valide,1,2,3,1,1,1,2,1,4,4,2,11,5,3,1,2,0
207311,U15-099,2022AR15B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,7
207330,U15-099,2022AR15B,Valide,1,2,2,3,1,1,4,3,1,2,3,11,4,3,3,1,0
207333,U15-001,2022AR15A,Valide,2,2,novote,novote,1,novote,novote,novote,novote,1,1,5,3,2,0,0,6
207340,U15-001,2022AR15A,Valide,1,3,1,3,1,1,3,1,3,2,2,11,5,2,4,0,0
207342,U15-099,2022AR15B,Valide,2,novote,4,novote,1,2,novote,novote,novote,novote,3,5,1,2,1,1,6
207355,U15-099,2022AR15B,Valide,2,4,1,4,1,4,4,3,2,3,4,11,2,2,2,5,0
207357,U15-010,2022AR15A,Valide,3,3,3,3,1,3,4,3,1,3,2,11,2,1,7,1,0
207361,U15-099,2022AR15B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
207366,U15-099,2022AR15B,Valide,4,novote,4,1,novote,1,4,novote,1,novote,novote,6,3,0,0,3,5
207382,U15-001,2022AR15A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
207387,U15-099,2022AR15B,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
207388,U15-001,2022AR15A,Valide,1,2,2,1,2,1,3,3,4,novote,2,10,3,4,2,1,1
207389,U15-099,2022AR15B,Valide,novote,2,novote,novote,2,2,novote,2,novote,2,3,6,0,5,1,0,5
207396,U15-099,2022AR15B,Nul,3,3 4,3,3,2,3,3,3,3,4,3,10,0,1,8,1,0
207401,U15-001,2022AR15A,Valide,2,novote,1,novote,novote,2,novote,novote,novote,2,novote,4,1,3,0,0,7
207409,U15-001,2022AR15A,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
207420,U15-001,2022AR15A,Valide,novote,novote,novote,novote,novote,novote,4,4,1,4,4,5,1,0,0,4,6
207422,U15-099,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
207442,U15-001,2022AR15A,Valide,1,novote,2,novote,1,2,novote,novote,novote,novote,1,5,3,2,0,0,6
207443,U15-099,2022AR15B,Valide,novote,2,novote,2,novote,3,novote,3,novote,1,novote,5,1,2,2,0,6
207449,U15-099,2022AR15B,Valide,1,2,1,1,1,1,2,1,1,2,1,11,8,3,0,0,0
207463,U15-001,2022AR15A,Valide,2,novote,2,novote,novote,novote,novote,novote,2,novote,1,4,1,3,0,0,7
207464,U15-099,2022AR15B,Valide,2,2,2,1,1,1,3,3,2,3,1,11,4,4,3,0,0
207468,U15-001,2022AR15A,Valide,2,2,novote,3,1,4,4,4,novote,3,1,9,2,2,2,3,2
207469,U15-099,2022AR15B,Valide,2,3,4,4,1,1,4,3,3,3,1,11,3,1,4,3,0
207472,U15-099,2022AR15B,Valide,2,1,2,1,1,1,4,4,4,3,2,11,4,3,1,3,0
207479,U15-099,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207481,U15-005,2022AR15B,Valide,1,2,novote,novote,1,novote,novote,novote,1,novote,1,5,4,1,0,0,6
207488,U15-005,2022AR15B,Valide,novote,2,novote,novote,novote,1,novote,1,novote,novote,2,4,2,2,0,0,7
207491,U15-001,2022AR15A,Valide,2,1,2,2,1,2,3,3,2,2,2,11,2,7,2,0,0
207499,U15-099,2022AR15B,Valide,1,novote,2,4,novote,2,novote,novote,novote,novote,1,5,2,2,0,1,6
207516,U15-001,2022AR15A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
207519,U15-099,2022AR15B,Valide,3,1,3,1,1,1,4,4,3,3,1,11,5,0,4,2,0
207522,U15-001,2022AR15A,Valide,1,2,1,novote,2,1,2,1,1,1,1,10,7,3,0,0,1
207524,U15-099,2022AR15B,Valide,1,1,2,3,1,2,2,1,2,3,3,11,4,4,3,0,0
207529,U15-099,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,2,novote,1,6,5,1,0,0,5
207534,U15-099,2022AR15B,Valide,3,3,3,3,1,3,3,3,1,1,1,11,4,0,7,0,0
207539,U15-099,2022AR15B,Nul,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
207544,U15-099,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207549,U15-099,2022AR15B,Valide,1,3,1,3,1,1,4,4,2,3,1,11,5,1,3,2,0
207552,U15-099,2022AR15B,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
207572,U15-001,2022AR15A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207578,U15-099,2022AR15B,Valide,1,4,1,4,4,1,1,1,4,novote,1,10,6,0,0,4,1
207582,U15-001,2022AR15A,Valide,2,3,3,4,4,2,2,2,2,4,3,11,0,5,3,3,0
207595,U15-099,2022AR15B,Valide,2,3,1,3,1,1,2,1,1,2,1,11,6,3,2,0,0
207598,U15-099,2022AR15B,Valide,1,novote,1,novote,1,1,2,novote,1,1,1,8,7,1,0,0,3
207605,U15-099,2022AR15B,Valide,1,1,1,2,1,2,3,2,3,3,1,11,5,3,3,0,0
207610,U15-099,2022AR15B,Valide,novote,novote,2,1,novote,novote,novote,novote,2,1,novote,4,2,2,0,0,7
207616,U15-099,2022AR15B,Valide,novote,novote,4,4,3,2,novote,2,novote,novote,1,6,1,2,1,2,5
207617,U15-099,2022AR15B,Valide,3,4,1,4,3,2,4,4,1,4,1,11,3,1,2,5,0
207637,U15-001,2022AR15A,Nul,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
207640,U15-099,2022AR15B,Valide,1,1,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
207653,U15-099,2022AR15B,Valide,2,novote,novote,4,novote,novote,novote,novote,1,2,1,5,2,2,0,1,6
207670,U15-010,2022AR15A,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
207673,U15-099,2022AR15B,Valide,3,3,3,2,2,2,2,3,3,3,2,11,0,5,6,0,0
207678,U15-099,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207680,U15-001,2022AR15A,Valide,2,novote,1,novote,1,novote,4,4,3,novote,4,7,2,1,1,3,4
207683,U15-099,2022AR15B,Valide,2,2,2,2,1,1,4,3,2,2,2,11,2,7,1,1,0
207688,U15-099,2022AR15B,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
207690,U15-005,2022AR15B,Valide,novote,novote,2,2,novote,novote,novote,novote,2,1,1,5,2,3,0,0,6
207708,U15-099,2022AR15B,Valide,2,1,2,novote,2,2,novote,novote,2,novote,2,7,1,6,0,0,4
207721,U15-099,2022AR15B,Valide,novote,1,2,1,novote,novote,novote,2,novote,novote,novote,4,2,2,0,0,7
207725,U15-001,2022AR15A,Valide,1,2,1,1,1,1,4,4,4,4,4,11,5,1,0,5,0
207727,U15-099,2022AR15B,Valide,1,2,1,3,2,2,3,3,3,3,2,11,2,4,5,0,0
207734,U15-001,2022AR15A,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
207738,U15-001,2022AR15A,Nul,1,novote,novote,novote,1,2,novote,novote,novote,1 3,1,4,3,1,0,0,6
207739,U15-099,2022AR15B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,7
207743,U15-099,2022AR15B,Valide,2,novote,novote,novote,2,1,4,2,4,1,novote,7,2,3,0,2,4
207745,U15-001,2022AR15A,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
207748,U15-001,2022AR15A,Valide,1,2,1,2,1,1,3,3,3,3,1,11,5,2,4,0,0
207752,U15-099,2022AR15B,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
207762,U15-001,2022AR15A,Valide,1,novote,novote,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,7
207765,U15-099,2022AR15B,Valide,1,novote,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,7
207768,U15-001,2022AR15A,Valide,novote,novote,1,2,1,1,novote,2,novote,novote,novote,5,3,2,0,0,6
207771,U15-099,2022AR15B,Valide,1,3,2,3,1,1,2,1,3,3,1,11,5,2,4,0,0
207784,U15-005,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
207786,U15-099,2022AR15B,Valide,1,3,3,4,2,1,4,2,4,3,1,11,3,2,3,3,0
207787,U15-001,2022AR15A,Valide,2,2,1,2,1,2,2,3,3,1,1,11,4,5,2,0,0
207802,U15-099,2022AR15B,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
207807,U15-099,2022AR15B,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,4,1,4,3,0,0,1,7
207817,U15-099,2022AR15B,Valide,2,2,novote,2,2,novote,2,2,1,3,2,9,1,7,1,0,2
207821,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
207822,U15-099,2022AR15B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
207828,U15-099,2022AR15B,Valide,2,3,3,4,3,3,2,1,2,3,2,11,1,4,5,1,0
207832,U15-099,2022AR15B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
207833,U15-001,2022AR15A,Valide,1,1,1,1,1,novote,novote,novote,novote,1,1,7,7,0,0,0,4
207836,U15-005,2022AR15B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
207837,U15-099,2022AR15B,Valide,1,1,1,1,1,1,4,1,2,2,3,11,7,2,1,1,0
207842,U15-099,2022AR15B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
207843,U15-001,2022AR15A,Valide,2,2,2,1,2,1,2,1,2,1,2,11,4,7,0,0,0
207847,U15-099,2022AR15B,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,novote,4,4,0,0,0,7
207856,U15-099,2022AR15B,Valide,novote,2,novote,novote,novote,novote,3,novote,1,novote,3,4,1,1,2,0,7
207870,U15-099,2022AR15B,Valide,3,4,3,1,2,3,3,2,3,4,novote,10,1,2,5,2,1
207873,U15-001,2022AR15A,Valide,2,novote,novote,novote,2,1,novote,novote,1,novote,novote,4,2,2,0,0,7
207884,U15-099,2022AR15B,Valide,1,3,1,2,1,1,3,3,3,2,1,11,5,2,4,0,0
207892,U15-099,2022AR15B,Valide,novote,novote,1,1,1,1,1,1,novote,1,novote,7,7,0,0,0,4
207897,U15-099,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,7
207900,U15-001,2022AR15A,Valide,novote,1,novote,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
207902,U15-099,2022AR15B,Nul,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,8
207907,U15-099,2022AR15B,Valide,2,1,2,3,2,1,1,1,1,4,2,11,5,4,1,1,0
207913,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,7
207918,U15-001,2022AR15A,Valide,1,2,4,4,1,1,2,4,3,1,3,11,4,2,2,3,0
207925,U15-099,2022AR15B,Valide,2,2,3,4,1,1,2,3,3,4,2,11,2,4,3,2,0
207926,U15-001,2022AR15A,Valide,1,novote,1,novote,1,1,novote,novote,1,novote,1,6,6,0,0,0,5
207933,U15-005,2022AR15B,Valide,novote,novote,1,1,novote,novote,1,2,novote,2,1,6,4,2,0,0,5
207934,U15-099,2022AR15B,Valide,1,1,3,2,1,1,1,1,4,4,1,11,7,1,1,2,0
207944,U15-099,2022AR15B,Valide,1,novote,novote,1,1,novote,novote,novote,4,novote,2,5,3,1,0,1,6
207954,U15-099,2022AR15B,Valide,2,4,3,4,3,2,4,4,2,3,2,11,0,4,3,4,0
207959,U15-099,2022AR15B,Nul,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,3,3,0,0,0,8
207968,U15-099,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
207972,U15-099,2022AR15B,Valide,novote,novote,1,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,7
207977,U15-099,2022AR15B,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
207980,U15-001,2022AR15A,Valide,novote,novote,2,novote,2,novote,novote,novote,2,novote,2,4,0,4,0,0,7
207982,U15-099,2022AR15B,Valide,2,3,1,3,1,2,3,3,3,3,2,11,2,3,6,0,0
207992,U15-099,2022AR15B,Valide,2,1,4,1,2,1,1,2,4,4,4,11,4,3,0,4,0
207997,U15-099,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,1,novote,5,5,0,0,0,6
207998,U15-001,2022AR15A,Valide,novote,novote,1,novote,novote,1,novote,1,1,novote,1,5,5,0,0,0,6
208018,U15-001,2022AR15A,Valide,1,2,1,1,2,2,4,4,3,3,2,11,3,4,2,2,0
208022,U15-099,2022AR15B,Valide,3,4,4,4,4,4,3,4,3,3,3,11,0,0,5,6,0
208030,U15-001,2022AR15A,Valide,2,4,4,2,1,2,1,1,2,1,2,11,4,5,0,2,0
208032,U15-099,2022AR15B,Valide,3,3,4,4,1,2,3,4,novote,novote,3,9,1,1,4,3,2
208037,U15-099,2022AR15B,Valide,novote,novote,1,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,7
208043,U15-001,2022AR15A,Valide,2,novote,novote,novote,2,1,novote,novote,1,novote,novote,4,2,2,0,0,7
208047,U15-099,2022AR15B,Valide,1,3,3,4,1,1,2,2,3,3,2,11,3,3,4,1,0
208051,U15-099,2022AR15B,Valide,novote,novote,novote,1,novote,1,1,novote,novote,novote,1,4,4,0,0,0,7
208057,U15-099,2022AR15B,Nul,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
208067,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,novote,novote,2,novote,novote,1,4,3,1,0,0,7
208069,U15-001,2022AR15A,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
208075,U15-099,2022AR15B,Valide,1,1,3,2,1,2,4,3,3,3,3,11,3,2,5,1,0
208091,U15-099,2022AR15B,Valide,novote,1,novote,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,7
208097,U15-099,2022AR15B,Valide,1,novote,novote,1,novote,novote,2,1,novote,novote,novote,4,3,1,0,0,7
208100,U15-001,2022AR15A,Valide,1,novote,1,novote,2,2,novote,novote,3,novote,2,6,2,3,1,0,5
208104,U15-099,2022AR15B,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
208105,U15-001,2022AR15A,Nul,1 2,1,1,1,1,2,2,2,2,2,2,10,4,6,0,0,0
208109,U15-001,2022AR15A,Valide,4,4,4,1,1,4,4,4,4,4,4,11,2,0,0,9,0
208113,U15-001,2022AR15A,Valide,1,1,1,1,2,2,4,4,1,1,1,11,7,2,0,2,0
208115,U15-099,2022AR15B,Valide,2,2,3,3,2,3,4,4,1,novote,novote,9,1,3,3,2,2
208117,U15-005,2022AR15B,Valide,2,novote,2,novote,1,novote,novote,1,3,novote,2,6,2,3,1,0,5
208122,U15-001,2022AR15A,Valide,3,3,1,3,1,1,4,4,3,3,1,11,4,0,5,2,0
208124,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,2,novote,novote,novote,4,3,1,0,0,7
208126,U15-001,2022AR15A,Valide,novote,novote,1,2,novote,1,4,novote,novote,novote,1,5,3,1,0,1,6
208132,U15-099,2022AR15B,Valide,1,1,1,novote,1,1,2,1,novote,novote,novote,7,6,1,0,0,4
208134,U15-001,2022AR15A,Valide,novote,novote,novote,novote,novote,2,2,2,1,novote,novote,4,1,3,0,0,7
208135,U15-005,2022AR15B,Valide,2,novote,novote,2,novote,novote,novote,2,2,novote,novote,4,0,4,0,0,7
208138,U15-099,2022AR15B,Valide,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,4,4,0,0,0,7
208153,U15-099,2022AR15B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
208158,U15-099,2022AR15B,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
208169,U15-099,2022AR15B,Valide,2,novote,4,novote,novote,1,novote,novote,1,novote,1,5,3,1,0,1,6
208172,U15-099,2022AR15B,Valide,2,1,3,novote,2,2,novote,2,novote,2,2,8,1,6,1,0,3
208174,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
208178,U15-099,2022AR15B,Valide,novote,1,novote,novote,novote,novote,novote,1,novote,1,1,4,4,0,0,0,7
208185,U15-099,2022AR15B,Valide,2,2,1,3,1,1,1,1,3,3,3,11,5,2,4,0,0
208190,U15-001,2022AR15A,Valide,novote,novote,novote,4,1,novote,novote,novote,1,novote,1,4,3,0,0,1,7
208191,U15-099,2022AR15B,Valide,1,3,3,3,1,3,3,3,3,2,2,11,2,2,7,0,0
208194,U15-001,2022AR15A,Valide,1,4,1,3,1,1,1,1,3,2,1,11,7,1,2,1,0
208196,U15-099,2022AR15B,Valide,3,4,2,3,1,3,3,3,4,4,1,11,2,1,5,3,0
208208,U15-099,2022AR15B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,novote,4,4,0,0,0,7
208214,U15-001,2022AR15A,Valide,4,4,4,4,4,4,4,4,4,4,4,11,0,0,0,11,0
208217,U15-099,2022AR15B,Nul,4,novote,1,1 2,novote,2,4,novote,novote,novote,novote,4,1,1,0,2,6
208228,U15-099,2022AR15B,Nul,novote,novote,novote,novote,1,novote,novote,novote,1,novote,2,3,2,1,0,0,8
208232,U15-001,2022AR15A,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,1,1,4,4,0,0,0,7
208233,U15-099,2022AR15B,Valide,1,2,3,3,1,3,3,3,1,1,1,11,5,1,5,0,0
208244,U15-099,2022AR15B,Nul,novote,4,novote,novote,1,novote,novote,novote,novote,novote,novote,2,1,0,0,1,9
208252,U15-001,2022AR15A,Valide,novote,novote,1,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,7
208254,U15-099,2022AR15B,Valide,1,1,1,1,1,1,1,2,1,3,1,11,9,1,1,0,0
208260,U15-005,2022AR15B,Valide,2,1,3,2,2,1,2,2,4,4,2,11,2,6,1,2,0
208264,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
208269,U15-099,2022AR15B,Valide,4,novote,novote,4,4,4,novote,novote,novote,novote,novote,4,0,0,0,4,7
208274,U15-099,2022AR15B,Valide,4,novote,1,1,4,novote,4,4,novote,2,novote,7,2,1,0,4,4
208275,U15-001,2022AR15A,Valide,3,4,2,3,1,3,2,4,novote,novote,novote,8,1,2,3,2,3
208284,U15-099,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
208285,U15-001,2022AR15A,Valide,1,3,2,1,1,1,4,3,1,novote,novote,9,5,1,2,1,2
208290,U15-099,2022AR15B,Valide,1,1,novote,1,4,1,2,1,3,3,2,10,5,2,2,1,1
208302,U15-001,2022AR15A,Valide,2,novote,novote,novote,1,2,novote,novote,novote,novote,2,4,1,3,0,0,7
208303,U15-005,2022AR15B,Nul,1,1,1,1,1,1,1,1,1,1,1 2,10,10,0,0,0,0
208304,U15-099,2022AR15B,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,7
208309,U15-099,2022AR15B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
208319,U15-099,2022AR15B,Valide,2,2,2,2,4,2,2,2,2,novote,2,10,0,9,0,1,1
208328,U15-001,2022AR15A,Nul,novote,novote,1,novote,2,novote,novote,novote,1,novote,novote,3,2,1,0,0,8
208330,U15-099,2022AR15B,Valide,4,2,3,3,1,2,4,4,1,3,1,11,3,2,3,3,0
208334,U15-001,2022AR15A,Valide,3,3,3,3,2,1,3,3,3,1,2,11,2,2,7,0,0
208335,U15-099,2022AR15B,Valide,novote,novote,novote,1,novote,1,novote,novote,novote,1,2,4,3,1,0,0,7
208339,U15-099,2022AR15B,Valide,4,3,4,3,3,2,4,4,2,4,1,11,1,2,3,5,0
208345,U15-099,2022AR15B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
